constructorResultsId,raceId,constructorId,points,status,driver1,driver2
2007,207,ferrari,6,\N,6,0
2010,207,sauber,1,\N,1,0
2011,207,williams,0,\N,0,0
2018,208,williams,10,\N,10,0
2021,208,mclaren,3,\N,3,0
2022,208,ferrari,2,\N,2,0
2023,208,sauber,0,\N,0,0
2029,209,williams,10,\N,10,0
2030,209,ferrari,6,\N,6,0
2032,209,sauber,3,\N,3,0
2033,209,mclaren,2,\N,2,0
2040,210,williams,10,\N,10,0
2041,210,ferrari,10,\N,6,4
2044,210,mclaren,1,\N,1,0
2045,210,sauber,0,\N,0,0
2051,211,ferrari,14,\N,10,4
2058,211,williams,0,\N,0,0
2059,211,sauber,0,\N,0,0
2060,211,mclaren,0,\N,0,0
2062,212,williams,10,\N,10,0
2065,212,ferrari,3,\N,3,0
2066,212,sauber,2,\N,2,0
2067,212,mclaren,1,\N,1,0
2073,213,ferrari,10,\N,10,0
2076,213,williams,3,\N,3,0
2077,213,sauber,2,\N,2,0
2079,213,mclaren,0,\N,0,0
2084,214,ferrari,14,\N,10,4
2085,214,williams,9,\N,6,3
2088,214,mclaren,0,\N,0,0
2089,214,sauber,0,\N,0,0
2095,215,williams,10,\N,10,0
2097,215,mclaren,3,\N,3,0
2101,215,sauber,0,\N,0,0
2105,215,ferrari,0,\N,0,0
2107,216,ferrari,6,\N,6,0
2108,216,mclaren,4,\N,4,0
2112,216,sauber,0,\N,0,0
2115,216,williams,0,\N,0,0
2117,217,williams,10,\N,10,0
2119,217,sauber,4,\N,4,0
2120,217,ferrari,3,\N,3,0
2126,217,mclaren,0,\N,0,0
2128,218,ferrari,10,\N,10,0
2130,218,williams,6,\N,4,2
2131,218,sauber,3,\N,3,0
2138,218,mclaren,0,\N,0,0
2139,219,mclaren,10,\N,10,0
2141,219,williams,6,\N,4,2
2143,219,ferrari,1,\N,1,0
2145,219,sauber,0,\N,0,0
2150,220,williams,14,\N,10,4
2151,220,mclaren,6,\N,6,0
2153,220,ferrari,1,\N,1,0
2155,220,sauber,0,\N,0,0
2161,221,williams,14,\N,10,4
2165,221,sauber,0,\N,0,0
2167,221,mclaren,0,\N,0,0
2169,221,ferrari,0,\N,0,0
2172,222,ferrari,14,\N,10,4
2173,222,williams,6,\N,6,0
2174,222,mclaren,3,\N,3,0
2176,222,sauber,1,\N,1,0
2183,223,mclaren,16,\N,10,6
2184,223,williams,5,\N,4,1
2186,223,ferrari,2,\N,2,0
2188,223,sauber,0,\N,0,0
2194,224,williams,16,\N,10,6
2195,224,ferrari,4,\N,4,0
2197,224,mclaren,2,\N,2,0
2200,224,sauber,0,\N,0,0
2205,225,williams,10,\N,10,0
2207,225,ferrari,4,\N,4,0
2208,225,mclaren,3,\N,3,0
2214,225,sauber,0,\N,0,0
2216,226,williams,16,\N,10,6
2219,226,ferrari,2,\N,2,0
2221,226,mclaren,0,\N,0,0
2223,226,sauber,0,\N,0,0
2227,227,williams,13,\N,10,3
2228,227,ferrari,6,\N,6,0
2229,227,mclaren,4,\N,4,0
2231,227,sauber,0,\N,0,0
2238,228,williams,10,\N,10,0
2239,228,ferrari,9,\N,6,3
2243,228,mclaren,0,\N,0,0
2248,228,sauber,0,\N,0,0
2250,229,mclaren,7,\N,6,1
2251,229,sauber,7,\N,4,3
2253,229,ferrari,0,\N,0,0
2254,229,williams,0,\N,0,0
2260,230,ferrari,10,\N,10,0
2262,230,williams,4,\N,4,0
2263,230,sauber,3,\N,3,0
2264,230,mclaren,2,\N,2,0
2271,231,williams,16,\N,10,6
2273,231,mclaren,5,\N,3,2
2275,231,sauber,0,\N,0,0
2278,231,ferrari,0,\N,0,0
2282,232,williams,16,\N,10,6
2284,232,mclaren,3,\N,2,1
2290,232,sauber,0,\N,0,0
2292,232,ferrari,0,\N,0,0
2293,233,williams,10,\N,10,0
2295,233,mclaren,6,\N,4,2
2298,233,sauber,0,\N,0,0
2302,233,ferrari,0,\N,0,0
2304,234,williams,14,\N,10,4
2306,234,ferrari,3,\N,3,0
2307,234,mclaren,2,\N,2,0
2310,234,sauber,0,\N,0,0
2314,235,williams,16,\N,10,6
2316,235,mclaren,3,\N,3,0
2321,235,ferrari,0,\N,0,0
2323,235,sauber,0,\N,0,0
2324,236,ferrari,10,\N,10,0
2325,236,williams,8,\N,6,2
2326,236,mclaren,4,\N,4,0
2333,236,sauber,0,\N,0,0
2334,237,ferrari,10,\N,10,0
2336,237,mclaren,4,\N,4,0
2339,237,williams,0,\N,0,0
2341,237,sauber,0,\N,0,0
2344,238,williams,16,\N,10,6
2345,238,ferrari,6,\N,4,2
2347,238,sauber,0,\N,0,0
2351,238,mclaren,0,\N,0,0
2354,239,williams,10,\N,10,0
2355,239,ferrari,6,\N,6,0
2356,239,mclaren,4,\N,4,0
2359,239,sauber,1,\N,1,0
2365,240,williams,6,\N,6,0
2366,240,ferrari,6,\N,4,2
2367,240,mclaren,4,\N,3,1
2374,240,sauber,0,\N,0,0
2377,241,williams,10,\N,10,0
2378,241,ferrari,7,\N,6,1
2380,241,sauber,2,\N,2,0
2388,241,mclaren,0,\N,0,0
2390,242,williams,13,\N,10,3
2391,242,ferrari,10,\N,6,4
2392,242,mclaren,2,\N,2,0
2393,242,sauber,1,\N,1,0
2404,243,ferrari,4,\N,4,0
2405,243,williams,3,\N,3,0
2408,243,sauber,0,\N,0,0
2413,243,mclaren,0,\N,0,0
2417,244,williams,6,\N,6,0
2418,244,ferrari,4,\N,4,0
2419,244,mclaren,2,\N,2,0
2420,244,sauber,1,\N,1,0
2429,245,ferrari,10,\N,10,0
2437,245,williams,0,\N,0,0
2438,245,mclaren,0,\N,0,0
2440,245,sauber,0,\N,0,0
2442,246,williams,10,\N,6,4
2444,246,ferrari,2,\N,2,0
2446,246,mclaren,0,\N,0,0
2447,246,sauber,0,\N,0,0
2454,247,ferrari,6,\N,6,0
2455,247,williams,4,\N,4,0
2457,247,mclaren,2,\N,2,0
2458,247,sauber,1,\N,1,0
2466,248,williams,6,\N,6,0
2467,248,ferrari,4,\N,4,0
2468,248,sauber,2,\N,2,0
2473,248,mclaren,0,\N,0,0
2477,249,williams,16,\N,10,6
2478,249,ferrari,4,\N,4,0
2480,249,sauber,2,\N,2,0
2486,249,mclaren,0,\N,0,0
2490,250,williams,6,\N,6,0
2492,250,sauber,3,\N,3,0
2493,250,mclaren,2,\N,2,0
2500,250,ferrari,0,\N,0,0
2502,251,mclaren,9,\N,6,3
2503,251,sauber,5,\N,4,1
2507,251,ferrari,0,\N,0,0
2510,251,williams,0,\N,0,0
2513,252,williams,14,\N,10,4
2515,252,ferrari,5,\N,3,2
2516,252,sauber,1,\N,1,0
2518,252,mclaren,0,\N,0,0
2526,253,ferrari,6,\N,6,0
2527,253,williams,4,\N,4,0
2530,253,mclaren,0,\N,0,0
2536,253,sauber,0,\N,0,0
2538,254,williams,10,\N,6,4
2539,254,ferrari,5,\N,3,2
2540,254,sauber,0,\N,0,0
2542,254,mclaren,0,\N,0,0
2550,255,mclaren,6,\N,6,0
2554,255,sauber,0,\N,0,0
2557,255,williams,0,\N,0,0
2559,255,ferrari,0,\N,0,0
2561,256,williams,10,\N,10,0
2564,256,mclaren,3,\N,3,0
2571,256,sauber,0,\N,0,0
2572,256,ferrari,0,\N,0,0
2574,257,williams,6,\N,6,0
2575,257,ferrari,4,\N,4,0
2578,257,sauber,1,\N,1,0
2584,257,mclaren,0,\N,0,0
2588,258,ferrari,6,\N,6,0
2591,258,sauber,2,\N,2,0
2597,258,mclaren,0,\N,0,0
2598,258,williams,0,\N,0,0
2602,259,ferrari,6,\N,6,0
2603,259,mclaren,4,\N,4,0
2604,259,sauber,3,\N,3,0
2606,259,williams,1,\N,1,0
2616,260,mclaren,6,\N,6,0
2617,260,ferrari,6,\N,4,2
2627,260,williams,0,\N,0,
2628,260,sauber,0,\N,0,0
2629,261,williams,10,\N,10,0
2632,261,ferrari,3,\N,3,0
2638,261,mclaren,0,\N,0,0
2641,261,sauber,0,\N,0,
2644,262,williams,8,\N,6,2
2645,262,ferrari,7,\N,4,3
2653,262,mclaren,0,\N,0,0
2656,262,sauber,0,\N,0,0
2658,263,williams,6,\N,6,0
2659,263,ferrari,4,\N,4,0
2660,263,sauber,4,\N,3,1
2667,263,mclaren,0,\N,0,0
2671,264,williams,12,\N,10,2
2672,264,ferrari,6,\N,6,0
2673,264,mclaren,4,\N,4,0
2676,264,sauber,0,\N,0,0
2685,265,ferrari,10,\N,10,0
2689,265,williams,0,\N,0,0
2692,265,mclaren,0,\N,0,0
2694,265,sauber,0,\N,0,0
2700,266,williams,6,\N,6,0
2701,266,mclaren,3,\N,3,0
2707,266,ferrari,0,\N,0,0
2710,266,sauber,0,\N,0,0
2713,267,williams,13,\N,10,3
2714,267,mclaren,6,\N,6,0
2723,267,sauber,0,\N,0,0
2724,267,ferrari,0,\N,0,0
2727,268,williams,11,\N,10,1
2728,268,ferrari,6,\N,6,0
2729,268,mclaren,6,\N,4,2
2738,268,sauber,0,\N,0,0
2741,269,williams,16,\N,10,6
2742,269,mclaren,5,\N,4,1
2752,269,sauber,0,\N,0,0
2753,269,ferrari,0,\N,0,0
2756,270,williams,6,\N,6,0
2757,270,mclaren,4,\N,4,0
2759,270,ferrari,2,\N,2,0
2760,270,sauber,1,\N,1,0
2769,271,williams,13,\N,10,3
2771,271,ferrari,4,\N,4,0
2773,271,sauber,1,\N,1,0
2774,271,mclaren,0,\N,0,0
2783,272,williams,10,\N,10,0
2784,272,ferrari,7,\N,6,1
2785,272,mclaren,4,\N,4,0
2788,272,sauber,0,\N,0,0
2797,273,williams,10,\N,10,0
2798,273,mclaren,6,\N,6,0
2801,273,sauber,2,\N,2,0
2802,273,ferrari,1,\N,1,0
2810,274,mclaren,10,\N,10,0
2811,274,williams,6,\N,6,0
2816,274,ferrari,0,\N,0,0
2819,274,sauber,0,\N,0,0
2823,275,mclaren,10,\N,10,0
2824,275,williams,10,\N,6,4
2833,275,ferrari,0,\N,0,0
2835,275,sauber,0,\N,0,0
2836,276,williams,10,\N,10,0
2839,276,sauber,3,\N,3,0
2845,276,mclaren,0,\N,0,0
2846,276,ferrari,0,\N,0,0
2849,277,williams,10,\N,10,0
2850,277,mclaren,8,\N,6,2
2852,277,ferrari,1,\N,1,0
2859,277,sauber,0,\N,0,0
2862,278,mclaren,10,\N,10,0
2863,278,williams,9,\N,6,3
2864,278,ferrari,4,\N,4,0
2871,278,sauber,0,\N,0,0
2875,279,williams,14,\N,10,4
2877,279,ferrari,3,\N,3,0
2879,279,sauber,1,\N,1,0
2885,279,mclaren,0,\N,0,0
2888,280,williams,16,\N,10,6
2890,280,mclaren,4,\N,3,1
2896,280,ferrari,0,\N,0,0
2899,280,sauber,0,\N,0,0
2901,281,williams,10,\N,10,0
2904,281,mclaren,2,\N,2,0
2907,281,sauber,0,\N,0,0
2908,281,ferrari,0,\N,0,0
2914,282,williams,10,\N,10,0
2917,282,mclaren,3,\N,3,0
2918,282,ferrari,1,\N,1,0
2919,282,sauber,0,\N,0,0
2927,283,williams,10,\N,10,0
2929,283,ferrari,4,\N,4,0
2932,283,sauber,1,\N,1,0
2939,283,mclaren,0,\N,0,0
2940,284,williams,14,\N,10,4
2942,284,mclaren,3,\N,3,0
2945,284,sauber,0,\N,0,0
2946,284,ferrari,0,\N,0,0
2953,285,williams,10,\N,10,0
2954,285,ferrari,6,\N,6,0
2955,285,mclaren,4,\N,4,0
2956,285,sauber,3,\N,3,0
2967,286,williams,10,\N,6,4
2968,286,ferrari,3,\N,3,0
2969,286,sauber,2,\N,2,0
2978,286,mclaren,0,\N,0,0
2979,287,mclaren,14,\N,10,4
2980,287,williams,9,\N,6,3
2983,287,sauber,0,\N,0,0
2989,287,ferrari,0,\N,0,0
2991,288,mclaren,10,\N,10,0
2992,288,williams,10,\N,6,4
2993,288,ferrari,5,\N,3,2
3000,288,sauber,0,\N,0,0
3003,289,williams,16,\N,10,6
3004,289,mclaren,6,\N,4,2
3015,289,ferrari,0,\N,0,0
3019,290,williams,16,\N,10,6
3021,290,mclaren,3,\N,3,0
3029,290,ferrari,0,\N,0,0
3034,291,williams,16,\N,10,6
3036,291,ferrari,5,\N,3,2
3047,291,mclaren,0,\N,0,0
3049,292,williams,10,\N,10,0
3051,292,ferrari,4,\N,4,0
3052,292,mclaren,3,\N,3,0
3065,293,williams,16,\N,10,6
3066,293,mclaren,4,\N,4,0
3075,293,ferrari,0,\N,0,0
3081,294,mclaren,10,\N,10,0
3082,294,williams,10,\N,6,4
3089,294,ferrari,0,\N,0,0
3097,295,mclaren,10,\N,10,0
3099,295,ferrari,4,\N,4,0
3107,295,williams,0,\N,0,0
3113,296,williams,16,\N,10,6
3121,296,ferrari,0,\N,0,0
3125,296,mclaren,0,\N,0,0
3128,297,williams,16,\N,10,6
3130,297,mclaren,2,\N,2,0
3134,297,ferrari,0,\N,0,0
3144,298,williams,10,\N,10,0
3145,298,mclaren,6,\N,6,0
3147,298,ferrari,2,\N,2,0
3160,299,mclaren,14,\N,10,4
3161,299,williams,6,\N,6,0
3164,299,ferrari,1,\N,1,0
3177,300,williams,10,\N,6,4
3178,300,mclaren,2,\N,2,0
3189,300,ferrari,0,\N,0,0
3191,301,mclaren,13,\N,10,3
3193,301,williams,2,\N,2,0
3203,301,ferrari,0,\N,0,0
3205,302,williams,10,\N,10,0
3206,302,mclaren,10,\N,6,4
3217,302,ferrari,0,\N,0,0
3218,303,williams,10,\N,10,0
3219,303,mclaren,6,\N,6,0
3222,303,ferrari,2,\N,2,0
3231,304,mclaren,10,\N,10,0
3233,304,ferrari,3,\N,3,0
3242,304,williams,0,\N,0,0
3244,305,mclaren,10,\N,10,0
3245,305,ferrari,6,\N,6,0
3255,305,williams,0,\N,0,0
3262,306,mclaren,14,\N,10,4
3263,306,williams,6,\N,6,0
3264,306,ferrari,4,\N,3,1
3280,307,mclaren,16,\N,10,6
3292,307,williams,0,\N,0,0
3293,307,ferrari,0,\N,0,0
3298,308,mclaren,10,\N,10,0
3299,308,williams,6,\N,6,0
3300,308,ferrari,6,\N,4,2
3318,309,williams,5,\N,4,1
3325,309,ferrari,0,\N,0,0
3327,309,mclaren,0,\N,0,0
3334,310,williams,16,\N,10,6
3335,310,mclaren,4,\N,4,0
3344,310,ferrari,0,\N,0,0
3352,311,williams,12,\N,10,2
3353,311,ferrari,9,\N,6,3
3354,311,mclaren,4,\N,4,0
3370,312,williams,10,\N,10,0
3371,312,mclaren,9,\N,6,3
3372,312,ferrari,4,\N,4,0
3388,313,williams,16,\N,10,6
3389,313,ferrari,4,\N,4,0
3390,313,mclaren,3,\N,3,0
3406,314,mclaren,13,\N,10,3
3407,314,williams,10,\N,6,4
3408,314,ferrari,2,\N,2,0
3424,315,mclaren,16,\N,10,6
3426,315,williams,2,\N,2,0
3435,315,ferrari,0,\N,0,0
3442,316,williams,10,\N,10,0
3443,316,mclaren,9,\N,6,3
3444,316,ferrari,4,\N,4,0
3460,317,williams,10,\N,10,0
3461,317,mclaren,6,\N,6,0
3462,317,ferrari,4,\N,4,0
3478,318,williams,14,\N,10,4
3479,318,ferrari,9,\N,6,3
3480,318,mclaren,2,\N,2,0
3495,319,mclaren,16,\N,10,6
3496,319,williams,4,\N,4,0
3497,319,ferrari,3,\N,3,0
3512,320,mclaren,7,\N,5,2
3513,320,williams,4,\N,3,1
3515,320,ferrari,0.5,\N,0.5,0
3529,321,mclaren,9,\N,9,0
3531,321,williams,4,\N,4,0
3539,321,ferrari,0,\N,0,0
3548,322,ferrari,12,\N,9,3
3549,322,mclaren,10,\N,6,4
3550,322,williams,2,\N,2,0
3567,323,williams,9,\N,9,0
3568,323,mclaren,6,\N,6,0
3570,323,ferrari,3,\N,3,0
3586,324,mclaren,13,\N,9,4
3588,324,williams,3,\N,3,0
3593,324,ferrari,0,\N,0,0
3605,325,mclaren,12,\N,9,3
3607,325,ferrari,6,\N,4,2
3617,325,williams,0,\N,0,0
3624,326,ferrari,15,\N,9,6
3625,326,mclaren,4,\N,4,0
3627,326,williams,2,\N,2,0
3643,327,ferrari,9,\N,9,0
3645,327,mclaren,6,\N,4,2
3647,327,williams,1,\N,1,0
3662,328,ferrari,9,\N,9,0
3663,328,williams,6,\N,6,0
3664,328,mclaren,4,\N,4,0
3681,329,mclaren,13,\N,9,4
3683,329,ferrari,3,\N,3,0
3684,329,williams,3,\N,2,1
3700,330,williams,12,\N,9,3
3701,330,mclaren,6,\N,6,0
3711,330,ferrari,0,\N,0,0
3719,331,mclaren,13,\N,9,4
3720,331,ferrari,6,\N,6,0
3732,331,williams,0,\N,0,0
3737,332,mclaren,13,\N,9,4
3738,332,ferrari,9,\N,6,3
3739,332,williams,2,\N,2,0
3755,333,ferrari,13,\N,9,4
3756,333,mclaren,9,\N,6,3
3758,333,williams,0,\N,0,0
3773,334,ferrari,15,\N,9,6
3775,334,williams,5,\N,3,2
3782,334,mclaren,0,\N,0,0
3793,335,williams,5,\N,3,2
3799,335,ferrari,0,\N,0,0
3803,335,mclaren,0,\N,0,0
3808,336,ferrari,10,\N,6,4
3809,336,mclaren,3,\N,3,0
3810,336,williams,3,\N,2,1
3824,1,mclaren,0,\N,0,0
3827,1,williams,3,\N,3,0
3831,1,red_bull,0,\N,0,0
3832,1,ferrari,0,\N,0,0
3836,2,red_bull,1.5,\N,1.5,0
3837,2,mclaren,1,\N,1,0
3838,2,williams,0.5,\N,0.5,0
3839,2,ferrari,0,\N,0,0
3843,3,red_bull,18,\N,10,8
3845,3,mclaren,7,\N,4,3
3849,3,ferrari,0,\N,0,0
3852,3,williams,0,\N,0,0
3854,4,red_bull,8,\N,8,0
3856,4,mclaren,5,\N,5,0
3857,4,ferrari,3,\N,3,0
3859,4,williams,0,\N,0,0
3864,5,red_bull,11,\N,6,5
3866,5,ferrari,3,\N,3,0
3868,5,williams,1,\N,1,0
3869,5,mclaren,0,\N,0,0
3874,6,ferrari,11,\N,6,5
3875,6,red_bull,4,\N,4,0
3876,6,williams,3,\N,3,0
3882,6,mclaren,0,\N,0,0
3884,7,red_bull,14,\N,8,6
3886,7,williams,4,\N,4,0
3887,7,ferrari,3,\N,3,0
3890,7,mclaren,0,\N,0,0
3893,8,red_bull,18,\N,10,8
3895,8,ferrari,6,\N,5,1
3896,8,williams,4,\N,4,0
3901,8,mclaren,0,\N,0,0
3903,9,red_bull,18,\N,10,8
3904,9,ferrari,6,\N,6,0
3905,9,williams,5,\N,5,0
3908,9,mclaren,1,\N,1,0
3913,10,mclaren,14,\N,10,4
3914,10,ferrari,8,\N,8,0
3915,10,red_bull,6,\N,6,0
3916,10,williams,5,\N,5,0
3924,11,mclaren,13,\N,8,5
3925,11,ferrari,6,\N,6,0
3926,11,williams,4,\N,4,0
3929,11,red_bull,0,\N,0,0
3933,12,ferrari,10,\N,10,0
3935,12,red_bull,6,\N,6,0
3937,12,mclaren,3,\N,3,0
3939,12,williams,1,\N,1,0
3944,13,ferrari,6,\N,6,0
3947,13,mclaren,3,\N,3,0
3949,13,red_bull,1,\N,1,0
3950,13,williams,0,\N,0,0
3953,14,mclaren,12,\N,10,2
3956,14,red_bull,5,\N,5,0
3959,14,williams,0,\N,0,0
3960,14,ferrari,0,\N,0,0
3963,15,red_bull,10,\N,10,0
3965,15,mclaren,6,\N,6,0
3966,15,ferrari,5,\N,5,0
3967,15,williams,4,\N,4,0
3973,16,red_bull,15,\N,10,5
3975,16,mclaren,6,\N,6,0
3977,16,ferrari,3,\N,3,0
3982,16,williams,0,\N,0,0
3983,356,ferrari,9,\N,9,0
3984,356,mclaren,6,\N,6,0
3994,356,williams,0,\N,0,0
4003,357,mclaren,15,\N,9,6
4005,357,williams,3,\N,3,0
4015,357,ferrari,0,\N,0,0
4023,358,mclaren,15,\N,9,6
4029,358,williams,0,\N,0,0
4037,358,ferrari,0,\N,0,
4043,359,mclaren,11,\N,9,2
4044,359,williams,6,\N,6,0
4055,359,ferrari,0,\N,0,0
4063,360,mclaren,9,\N,9,0
4064,360,williams,7,\N,6,1
4071,360,ferrari,0,\N,0,0
4083,361,williams,15,\N,9,6
4087,361,mclaren,0,\N,0,0
4097,361,ferrari,0,\N,0,0
4103,362,mclaren,9,\N,9,0
4104,362,ferrari,6,\N,6,0
4105,362,williams,4,\N,4,0
4123,363,mclaren,9,\N,9,0
4124,363,ferrari,6,\N,6,0
4130,363,williams,0,\N,0,0
4143,364,mclaren,15,\N,9,6
4144,364,ferrari,4,\N,4,0
4145,364,williams,3,\N,3,0
4163,365,ferrari,9,\N,9,0
4164,365,mclaren,9,\N,6,3
4165,365,williams,4,\N,4,0
4183,366,mclaren,15,\N,9,6
4184,366,ferrari,4,\N,4,0
4185,366,williams,3,\N,3,0
4203,367,mclaren,9,\N,9,0
4204,367,ferrari,6,\N,6,0
4205,367,williams,7,\N,4,3
4223,368,ferrari,9,\N,9,0
4224,368,mclaren,6,\N,6,0
4234,368,williams,0,\N,0,0
4243,369,mclaren,13,\N,9,4
4244,369,ferrari,6,\N,6,
4246,369,williams,2,\N,2,0
4264,370,williams,10,\N,6,4
4270,370,mclaren,0,\N,0,0
4271,370,ferrari,0,\N,0,0
4283,371,williams,13,\N,9,4
4293,371,ferrari,0,\N,0,0
4294,371,mclaren,0,\N,0,0
4303,372,mclaren,9,\N,9,0
4304,372,ferrari,8,\N,6,2
4316,372,williams,0,\N,0,0
4321,373,mclaren,15,\N,9,6
4324,373,ferrari,2,\N,2,0
4329,373,williams,0,\N,0,0
4339,374,mclaren,9,\N,9,0
4340,374,ferrari,10,\N,6,4
4343,374,williams,1,\N,1,0
4357,375,mclaren,15,\N,9,6
4358,375,ferrari,7,\N,4,3
4371,375,williams,0,\N,0,0
4375,376,mclaren,15,\N,9,6
4389,376,ferrari,0,\N,0,0
4390,376,williams,0,\N,0,0
4393,377,mclaren,15,\N,9,6
4401,377,ferrari,0,\N,0,0
4404,377,williams,0,\N,0,0
4411,378,mclaren,15,\N,9,6
4412,378,ferrari,7,\N,4,3
4424,378,williams,0,\N,0,0
4429,379,mclaren,9,\N,9,0
4430,379,williams,6,\N,6,0
4435,379,ferrari,0,\N,0,0
4447,380,mclaren,15,\N,9,6
4448,380,ferrari,7,\N,4,3
4461,380,williams,0,\N,0,0
4465,381,mclaren,15,\N,9,6
4467,381,ferrari,3,\N,3,0
4469,381,williams,1,\N,1,0
4483,382,mclaren,15,\N,9,6
4487,382,williams,0,\N,0,0
4496,382,ferrari,0,\N,0,0
4501,383,ferrari,15,\N,9,6
4505,383,williams,0,\N,0,0
4506,383,mclaren,0,\N,0,0
4519,384,mclaren,10,\N,9,1
4523,384,ferrari,2,\N,2,0
4530,384,williams,0,\N,0,0
4537,385,mclaren,12,\N,9,3
4538,385,williams,8,\N,6,2
4540,385,ferrari,1,\N,1,0
4555,386,mclaren,15,\N,9,6
4557,386,ferrari,3,\N,3,0
4558,386,williams,1,\N,1,0
4573,387,mclaren,15,\N,9,6
4575,387,williams,3,\N,3,0
4587,387,ferrari,0,\N,0,0
4591,388,mclaren,13,\N,9,4
4592,388,williams,7,\N,6,1
4593,388,ferrari,3,\N,3,0
4604,389,williams,9,\N,9,0
4606,389,ferrari,4,\N,4,0
4607,389,mclaren,3,\N,3,0
4619,390,mclaren,15,\N,9,6
4629,390,williams,0,\N,0,0
4632,390,ferrari,0,\N,0,0
4635,391,williams,6,\N,6,0
4636,391,ferrari,7,\N,4,3
4641,391,mclaren,0,\N,0,0
4650,392,williams,8,\N,6,2
4651,392,mclaren,4,\N,4,0
4652,392,ferrari,3,\N,3,0
4664,393,williams,15,\N,9,6
4665,393,mclaren,4,\N,4,0
4670,393,ferrari,0,\N,0,0
4679,394,williams,15,\N,9,6
4686,394,mclaren,0,\N,0,0
4687,394,ferrari,0,\N,0,0
4694,395,williams,9,\N,9,0
4695,395,mclaren,6,\N,6,0
4704,395,ferrari,0,\N,0,0
4709,396,williams,9,\N,9,0
4711,396,mclaren,4,\N,4,0
4723,396,ferrari,0,\N,0,0
4724,397,williams,15,\N,9,6
4727,397,mclaren,1,\N,1,0
4735,397,ferrari,0,\N,0,0
4739,398,williams,13,\N,9,4
4741,398,ferrari,3,\N,3,0
4743,398,mclaren,1,\N,1,0
4755,399,mclaren,11,\N,9,2
4756,399,ferrari,6,\N,6,0
4757,399,williams,4,\N,4,0
4769,400,williams,12,\N,9,3
4770,400,mclaren,10,\N,6,4
4779,400,ferrari,0,\N,0,0
4785,401,williams,15,\N,9,6
4796,401,ferrari,0,\N,0,0
4798,401,mclaren,0,\N,0,0
4799,402,ferrari,12,\N,9,3
4801,402,mclaren,4,\N,4,0
4808,402,williams,0,\N,0,0
4814,403,ferrari,15,\N,9,6
4821,403,williams,0,\N,0,0
4824,403,mclaren,0,\N,0,0
4829,404,williams,9,\N,9,0
4836,404,ferrari,0,\N,0,0
4837,404,mclaren,0,\N,0,0
4843,405,williams,6,\N,6,0
4844,405,mclaren,7,\N,4,3
4851,405,ferrari,0,\N,0,0
4855,406,mclaren,11,\N,9,2
4856,406,williams,6,\N,6,0
4858,406,ferrari,3,\N,3,0
4868,407,mclaren,15,\N,9,6
4870,407,williams,3,\N,3,0
4873,407,ferrari,0,\N,0,0
4881,408,williams,9,\N,9,0
4883,408,ferrari,7,\N,4,3
4885,408,mclaren,1,\N,1,0
4894,409,williams,13,\N,9,4
4895,409,mclaren,9,\N,6,3
4898,409,ferrari,0,\N,0,0
4909,410,mclaren,4,\N,4,0
4910,410,ferrari,3,\N,3,0
4911,410,williams,2,\N,2,0
4920,411,williams,13,\N,9,4
4921,411,mclaren,9,\N,6,3
4924,411,ferrari,0,\N,0,0
4933,412,williams,15,\N,9,6
4934,412,mclaren,4,\N,4,0
4942,412,ferrari,0,\N,0,0
4946,413,williams,13,\N,9,4
4949,413,mclaren,3,\N,2,1
4953,413,ferrari,0,\N,0,0
4959,414,williams,13,\N,9,4
4961,414,ferrari,3,\N,3,0
4968,414,mclaren,0,\N,0,0
4972,415,mclaren,9,\N,9,0
4973,415,ferrari,10,\N,6,4
4980,415,williams,0,\N,0,0
4985,416,williams,15,\N,9,6
4986,416,ferrari,4,\N,4,0
4987,416,mclaren,3,\N,3,0
4999,417,williams,13,\N,9,4
5000,417,mclaren,6,\N,6,0
5002,417,ferrari,3,\N,2,1
5014,418,mclaren,6,\N,6,0
5016,418,williams,5,\N,3,2
5022,418,ferrari,0,\N,0,0
5026,419,mclaren,9,\N,9,0
5027,419,williams,6,\N,6,0
5028,419,ferrari,4,\N,4,0
5039,420,mclaren,9,\N,9,0
5040,420,ferrari,9,\N,6,3
5050,420,williams,0,\N,0,0
5054,421,ferrari,6,\N,6,0
5056,421,williams,2,\N,2,0
5060,421,mclaren,0,\N,0,0
5071,422,mclaren,3,\N,3,0
5072,422,williams,2,\N,2,0
5073,422,ferrari,1,\N,1,0
5083,423,mclaren,9,\N,9,0
5084,423,ferrari,6,\N,6,0
5088,423,williams,0,\N,0,0
5097,424,ferrari,15,\N,9,6
5098,424,mclaren,4,\N,4,0
5099,424,williams,4,\N,3,1
5111,425,williams,9,\N,9,0
5112,425,ferrari,10,\N,6,4
5120,425,mclaren,0,\N,0,0
5126,426,williams,6,\N,6,0
5127,426,mclaren,4,\N,4,0
5128,426,ferrari,3,\N,3,0
5140,427,mclaren,9,\N,9,0
5141,427,ferrari,6,\N,6,0
5151,427,williams,0,\N,0,0
5155,428,ferrari,9,\N,9,0
5156,428,mclaren,8,\N,6,2
5159,428,williams,1,\N,1,0
5170,429,mclaren,9,\N,9,0
5172,429,ferrari,7,\N,4,3
5182,429,williams,0,\N,0,0
5185,430,mclaren,15,\N,9,6
5187,430,ferrari,3,\N,3,0
5188,430,williams,1,\N,1,0
5200,431,mclaren,9,\N,9,0
5203,431,ferrari,2,\N,2,0
